transaction_id,date,type,category,description,amount,payment_method,need_or_want,merchant,month,year,day_name
34,2020-02-20,Expense,Shopping,I fund.,769.42,Unknown,Want,Unknown,February,2020,Thursday
35,2020-02-26,Expense,Travel,Court movie cell.,1942.45,Unknown,Need,Unknown,February,2020,Wednesday
36,2020-02-27,Expense,Food,Leg themselves away.,1363.76,Unknown,Need,Unknown,February,2020,Thursday
37,2020-02-28,Income,Income,Anything yourself.,3286.0,Unknown,Income,Unknown,February,2020,Friday
38,2020-02-28,Income,Income,Unit support.,1795.0,Unknown,Income,Unknown,February,2020,Friday
39,2020-02-29,Expense,Travel,Magazine degree husband around.,1944.06,Unknown,Need,Unknown,February,2020,Saturday
40,2020-03-03,Expense,Bills,World enter.,1742.33,Unknown,Need,Unknown,March,2020,Tuesday
41,2020-03-04,Expense,Entertainment,Institution whatever yet.,314.15,Unknown,Want,Unknown,March,2020,Wednesday
42,2020-03-04,Expense,Food,Choice father why often.,1201.9,Unknown,Need,Unknown,March,2020,Wednesday
43,2020-03-09,Expense,Bills,Security arm.,1858.91,Unknown,Need,Unknown,March,2020,Monday
44,2020-03-09,Expense,Travel,Me system church whether.,486.51,Unknown,Need,Unknown,March,2020,Monday
45,2020-03-11,Expense,Bills,Attention attack technology.,180.45,Unknown,Need,Unknown,March,2020,Wednesday
46,2020-03-11,Expense,Bills,Walk now often.,1956.19,Unknown,Need,Unknown,March,2020,Wednesday
48,2020-03-12,Expense,Bills,Bank price north first end.,265.5,Unknown,Need,Unknown,March,2020,Thursday
47,2020-03-12,Expense,Bills,Enter capital population.,537.46,Unknown,Need,Unknown,March,2020,Thursday
49,2020-03-14,Expense,Shopping,Upon very act perform.,1929.08,Unknown,Want,Unknown,March,2020,Saturday
50,2020-03-15,Expense,Entertainment,Available defense.,1428.77,Unknown,Want,Unknown,March,2020,Sunday
51,2020-03-18,Expense,Health,Value thing these.,881.82,Unknown,Need,Unknown,March,2020,Wednesday
52,2020-03-21,Expense,Bills,Citizen street region.,503.33,Unknown,Need,Unknown,March,2020,Saturday
53,2020-03-23,Income,Investment,Property never.,2385.0,Unknown,Income,Unknown,March,2020,Monday
54,2020-03-23,Expense,Food,Enough threat score.,151.28,Unknown,Need,Unknown,March,2020,Monday
55,2020-03-24,Expense,Entertainment,Example decision garden.,144.13,Unknown,Want,Unknown,March,2020,Tuesday
56,2020-03-28,Income,Income,Major town suffer begin.,1080.0,Unknown,Income,Unknown,March,2020,Saturday
57,2020-04-01,Expense,Travel,Analysis four capital.,1341.27,Unknown,Need,Unknown,April,2020,Wednesday
58,2020-04-05,Expense,Bills,Scientist necessary into.,1449.47,Unknown,Need,Unknown,April,2020,Sunday
60,2020-04-06,Expense,Others,Away third.,493.56,Unknown,Other,Unknown,April,2020,Monday
59,2020-04-06,Expense,Shopping,Along hard need involve among.,388.92,Unknown,Want,Unknown,April,2020,Monday
61,2020-04-10,Income,Income,Together decide.,3402.0,Unknown,Income,Unknown,April,2020,Friday
62,2020-04-17,Expense,Others,Government nice.,1729.04,Unknown,Other,Unknown,April,2020,Friday
63,2020-04-17,Income,Investment,See understand door class son.,996.0,Unknown,Income,Unknown,April,2020,Friday
64,2020-04-18,Expense,Health,Agent say forward us.,1603.18,Unknown,Need,Unknown,April,2020,Saturday
65,2020-04-22,Income,Investment,City red him.,2058.0,Unknown,Income,Unknown,April,2020,Wednesday
66,2020-04-23,Expense,Bills,Develop staff least figure.,849.54,Unknown,Need,Unknown,April,2020,Thursday
67,2020-04-25,Expense,Entertainment,Age cover foreign.,1750.23,Unknown,Want,Unknown,April,2020,Saturday
68,2020-04-26,Income,Investment,Go meeting quickly.,914.0,Unknown,Income,Unknown,April,2020,Sunday
69,2020-04-26,Expense,Food,Voice boy wife condition.,1938.3,Unknown,Need,Unknown,April,2020,Sunday
71,2020-04-27,Expense,Entertainment,Board its.,340.96,Unknown,Want,Unknown,April,2020,Monday
70,2020-04-27,Expense,Entertainment,Paper memory history office.,1730.65,Unknown,Want,Unknown,April,2020,Monday
72,2020-04-29,Expense,Bills,Remember ability.,764.16,Unknown,Need,Unknown,April,2020,Wednesday
73,2020-04-30,Expense,Travel,Hair attorney professional.,1853.77,Unknown,Need,Unknown,April,2020,Thursday
74,2020-05-01,Expense,Travel,Finish summer rest feel finally.,851.78,Unknown,Need,Unknown,May,2020,Friday
75,2020-05-03,Expense,Others,I fast camera inside.,318.05,Unknown,Other,Unknown,May,2020,Sunday
76,2020-05-03,Expense,Food,Past feeling nature.,1162.57,Unknown,Need,Unknown,May,2020,Sunday
77,2020-05-05,Expense,Health,Expert involve oil.,123.76,Unknown,Need,Unknown,May,2020,Tuesday
78,2020-05-06,Expense,Bills,Kid put memory soldier.,123.19,Unknown,Need,Unknown,May,2020,Wednesday
79,2020-05-06,Expense,Bills,Exist professional.,146.36,Unknown,Need,Unknown,May,2020,Wednesday
80,2020-05-07,Income,Investment,Stand seem.,3807.0,Unknown,Income,Unknown,May,2020,Thursday
81,2020-05-11,Income,Investment,Southern challenge animal.,825.0,Unknown,Income,Unknown,May,2020,Monday
82,2020-05-12,Expense,Shopping,Sure authority increase picture create.,1318.17,Unknown,Want,Unknown,May,2020,Tuesday
83,2020-05-13,Expense,Health,Hundred challenge reach throughout.,1870.07,Unknown,Need,Unknown,May,2020,Wednesday
84,2020-05-14,Expense,Health,Despite sound receive let.,484.99,Unknown,Need,Unknown,May,2020,Thursday
85,2020-05-15,Expense,Travel,True building card.,919.88,Unknown,Need,Unknown,May,2020,Friday
86,2020-05-16,Expense,Bills,Write other wear through partner.,28.54,Unknown,Need,Unknown,May,2020,Saturday
87,2020-05-17,Expense,Bills,Store natural today season.,155.79,Unknown,Need,Unknown,May,2020,Sunday
88,2020-05-19,Expense,Travel,Else easy point she.,273.59,Unknown,Need,Unknown,May,2020,Tuesday
89,2020-05-20,Expense,Bills,Phone ever back experience.,1759.75,Unknown,Need,Unknown,May,2020,Wednesday
90,2020-05-21,Expense,Bills,Floor music catch discuss.,881.99,Unknown,Need,Unknown,May,2020,Thursday
91,2020-05-25,Expense,Travel,Ask imagine my.,1227.24,Unknown,Need,Unknown,May,2020,Monday
92,2020-05-27,Expense,Food,Deal information.,1339.05,Unknown,Need,Unknown,May,2020,Wednesday
93,2020-05-28,Expense,Bills,Task she.,1878.47,Unknown,Need,Unknown,May,2020,Thursday
94,2020-05-29,Income,Investment,Accept goal send table.,1376.0,Unknown,Income,Unknown,May,2020,Friday
95,2020-05-30,Expense,Bills,Section national owner determine detail.,551.97,Unknown,Need,Unknown,May,2020,Saturday
96,2020-05-31,Expense,Health,Ahead from quickly identify.,415.16,Unknown,Need,Unknown,May,2020,Sunday
97,2020-05-31,Expense,Travel,Try wonder move trade.,1015.76,Unknown,Need,Unknown,May,2020,Sunday
98,2020-06-01,Expense,Food,Base investment.,193.67,Unknown,Need,Unknown,June,2020,Monday
99,2020-06-02,Expense,Travel,Anyone here deep.,97.73,Unknown,Need,Unknown,June,2020,Tuesday
100,2020-06-05,Expense,Bills,Seven here sell story.,1277.86,Unknown,Need,Unknown,June,2020,Friday
101,2020-06-06,Expense,Others,Like see.,1107.84,Unknown,Other,Unknown,June,2020,Saturday
102,2020-06-07,Expense,Food,Difference attention whatever american.,232.63,Unknown,Need,Unknown,June,2020,Sunday
103,2020-06-08,Expense,Bills,Current after charge.,1095.72,Unknown,Need,Unknown,June,2020,Monday
105,2020-06-09,Expense,Bills,Prove nor design record.,865.28,Unknown,Need,Unknown,June,2020,Tuesday
104,2020-06-09,Income,Income,Paper white responsibility.,826.0,Unknown,Income,Unknown,June,2020,Tuesday
106,2020-06-10,Expense,Entertainment,Blue agent find.,1367.31,Unknown,Want,Unknown,June,2020,Wednesday
107,2020-06-10,Expense,Health,Walk cup option store.,1562.43,Unknown,Need,Unknown,June,2020,Wednesday
108,2020-06-11,Expense,Shopping,Recent feeling.,1947.94,Unknown,Want,Unknown,June,2020,Thursday
109,2020-06-11,Expense,Entertainment,Site girl into have media.,1730.57,Unknown,Want,Unknown,June,2020,Thursday
110,2020-06-12,Expense,Bills,Support state.,1764.02,Unknown,Need,Unknown,June,2020,Friday
111,2020-06-14,Income,Income,Whether player stock religious.,3872.0,Unknown,Income,Unknown,June,2020,Sunday
112,2020-06-15,Expense,Entertainment,Safe whole establish.,540.94,Unknown,Want,Unknown,June,2020,Monday
114,2020-06-18,Expense,Bills,Let stay or focus.,771.26,Unknown,Need,Unknown,June,2020,Thursday
113,2020-06-18,Income,Income,Everything late.,2322.0,Unknown,Income,Unknown,June,2020,Thursday
115,2020-06-18,Income,Income,Particular her agreement surface consider.,3364.0,Unknown,Income,Unknown,June,2020,Thursday
117,2020-06-19,Expense,Entertainment,Something future they red.,453.62,Unknown,Want,Unknown,June,2020,Friday
116,2020-06-19,Expense,Shopping,Act way beat result major.,663.24,Unknown,Want,Unknown,June,2020,Friday
118,2020-06-21,Expense,Travel,Position make society behavior.,708.78,Unknown,Need,Unknown,June,2020,Sunday
119,2020-06-21,Expense,Health,Reality fill ok list.,1879.08,Unknown,Need,Unknown,June,2020,Sunday
120,2020-06-22,Income,Income,International second former reflect.,1962.0,Unknown,Income,Unknown,June,2020,Monday
121,2020-06-22,Expense,Travel,Edge building court.,86.13,Unknown,Need,Unknown,June,2020,Monday
122,2020-06-24,Expense,Health,Week real course school everybody.,1459.8,Unknown,Need,Unknown,June,2020,Wednesday
123,2020-06-30,Expense,Bills,Executive beyond create dinner conference.,776.54,Unknown,Need,Unknown,June,2020,Tuesday
124,2020-06-30,Expense,Travel,Call animal approach factor want.,98.33,Unknown,Need,Unknown,June,2020,Tuesday
125,2020-07-02,Expense,Entertainment,Their off.,734.8,Unknown,Want,Unknown,July,2020,Thursday
126,2020-07-03,Income,Income,Key continue anything wait.,3071.0,Unknown,Income,Unknown,July,2020,Friday
127,2020-07-04,Expense,Bills,State husband.,1442.31,Unknown,Need,Unknown,July,2020,Saturday
128,2020-07-05,Expense,Travel,Picture approach chance none fight.,1337.12,Unknown,Need,Unknown,July,2020,Sunday
129,2020-07-06,Expense,Travel,Newspaper indicate other.,1113.28,Unknown,Need,Unknown,July,2020,Monday
130,2020-07-06,Income,Income,Herself training father open investment.,1925.0,Unknown,Income,Unknown,July,2020,Monday
131,2020-07-08,Expense,Travel,Art whether between several personal.,818.09,Unknown,Need,Unknown,July,2020,Wednesday
132,2020-07-11,Expense,Travel,Church community.,580.96,Unknown,Need,Unknown,July,2020,Saturday
133,2020-07-12,Expense,Health,Able late order.,935.33,Unknown,Need,Unknown,July,2020,Sunday
134,2020-07-12,Expense,Entertainment,Discuss religious.,1027.24,Unknown,Want,Unknown,July,2020,Sunday
135,2020-07-13,Expense,Bills,Reach under.,1321.11,Unknown,Need,Unknown,July,2020,Monday
136,2020-07-17,Expense,Health,Boy different chance enter.,195.84,Unknown,Need,Unknown,July,2020,Friday
137,2020-07-20,Expense,Entertainment,Arrive society.,1348.86,Unknown,Want,Unknown,July,2020,Monday
139,2020-07-21,Expense,Entertainment,Keep light fight.,303.23,Unknown,Want,Unknown,July,2020,Tuesday
138,2020-07-21,Income,Income,Matter management ball.,1096.0,Unknown,Income,Unknown,July,2020,Tuesday
142,2020-07-22,Expense,Entertainment,Same page ago director.,1439.51,Unknown,Want,Unknown,July,2020,Wednesday
141,2020-07-22,Expense,Shopping,Week yourself public especially american.,495.53,Unknown,Want,Unknown,July,2020,Wednesday
140,2020-07-22,Expense,Food,Million kind everything young.,1786.39,Unknown,Need,Unknown,July,2020,Wednesday
143,2020-07-23,Expense,Bills,Why like impact fly.,1559.06,Unknown,Need,Unknown,July,2020,Thursday
144,2020-07-24,Expense,Others,Form really explain.,109.93,Unknown,Other,Unknown,July,2020,Friday
145,2020-07-28,Expense,Bills,Already because education break significant.,918.36,Unknown,Need,Unknown,July,2020,Tuesday
146,2020-07-28,Expense,Health,Price my.,1900.58,Unknown,Need,Unknown,July,2020,Tuesday
147,2020-07-29,Expense,Shopping,Could gun.,1662.83,Unknown,Want,Unknown,July,2020,Wednesday
148,2020-07-30,Expense,Bills,Kind appear environment capital explain.,1489.87,Unknown,Need,Unknown,July,2020,Thursday
149,2020-07-31,Expense,Travel,Ahead picture son.,1506.04,Unknown,Need,Unknown,July,2020,Friday
151,2020-08-01,Income,Income,Relate indeed lot line lead.,2420.0,Unknown,Income,Unknown,August,2020,Saturday
152,2020-08-01,Expense,Travel,Nearly need behavior.,1533.97,Unknown,Need,Unknown,August,2020,Saturday
150,2020-08-01,Expense,Entertainment,Water positive child usually.,556.45,Unknown,Want,Unknown,August,2020,Saturday
153,2020-08-02,Expense,Health,Course out second carry.,1787.12,Unknown,Need,Unknown,August,2020,Sunday
154,2020-08-03,Income,Investment,Significant take future.,2394.0,Unknown,Income,Unknown,August,2020,Monday
155,2020-08-04,Expense,Bills,Star executive fear.,1415.77,Unknown,Need,Unknown,August,2020,Tuesday
156,2020-08-04,Income,Income,Your majority chance mrs generation.,3210.0,Unknown,Income,Unknown,August,2020,Tuesday
157,2020-08-04,Expense,Shopping,Help usually thank wonder draw.,133.91,Unknown,Want,Unknown,August,2020,Tuesday
158,2020-08-05,Expense,Shopping,Task improve fish.,1810.63,Unknown,Want,Unknown,August,2020,Wednesday
159,2020-08-05,Expense,Food,History professional star wonder.,1714.9,Unknown,Need,Unknown,August,2020,Wednesday
160,2020-08-06,Expense,Shopping,Call whole.,959.19,Unknown,Want,Unknown,August,2020,Thursday
162,2020-08-08,Expense,Travel,Them key.,1509.42,Unknown,Need,Unknown,August,2020,Saturday
161,2020-08-08,Expense,Shopping,Address century that wide.,1081.06,Unknown,Want,Unknown,August,2020,Saturday
163,2020-08-09,Expense,Entertainment,Sit enter perhaps however.,981.58,Unknown,Want,Unknown,August,2020,Sunday
164,2020-08-13,Expense,Others,System teacher here first.,67.76,Unknown,Other,Unknown,August,2020,Thursday
165,2020-08-14,Expense,Shopping,Along attention piece tv young.,1451.12,Unknown,Want,Unknown,August,2020,Friday
166,2020-08-16,Expense,Bills,Within set region beyond.,1961.64,Unknown,Need,Unknown,August,2020,Sunday
167,2020-08-17,Expense,Shopping,Tough animal someone.,1187.87,Unknown,Want,Unknown,August,2020,Monday
168,2020-08-18,Expense,Bills,Hear certainly most not.,1289.07,Unknown,Need,Unknown,August,2020,Tuesday
169,2020-08-19,Income,Income,Company participant him.,1988.0,Unknown,Income,Unknown,August,2020,Wednesday
170,2020-08-20,Income,Income,Tree central leave effect.,3181.0,Unknown,Income,Unknown,August,2020,Thursday
171,2020-08-21,Expense,Health,Together let.,681.63,Unknown,Need,Unknown,August,2020,Friday
172,2020-08-21,Expense,Travel,Citizen kid generation onto police.,1506.5,Unknown,Need,Unknown,August,2020,Friday
173,2020-08-22,Expense,Travel,Lead few yourself.,1671.47,Unknown,Need,Unknown,August,2020,Saturday
174,2020-08-22,Expense,Food,Down occur.,1999.82,Unknown,Need,Unknown,August,2020,Saturday
175,2020-08-26,Expense,Bills,Yeah far within.,1564.65,Unknown,Need,Unknown,August,2020,Wednesday
177,2020-08-27,Expense,Food,Account ten sing.,1899.73,Unknown,Need,Unknown,August,2020,Thursday
176,2020-08-27,Income,Investment,Seat strategy total simply discover.,1748.0,Unknown,Income,Unknown,August,2020,Thursday
178,2020-08-29,Expense,Others,Pm per question.,1342.22,Unknown,Other,Unknown,August,2020,Saturday
179,2020-08-30,Expense,Entertainment,Best physical always small almost.,935.42,Unknown,Want,Unknown,August,2020,Sunday
180,2020-08-31,Expense,Health,Bed far section.,343.9,Unknown,Need,Unknown,August,2020,Monday
181,2020-09-01,Expense,Bills,Car much will.,1557.81,Unknown,Need,Unknown,September,2020,Tuesday
182,2020-09-05,Income,Income,Tree store either station.,1385.0,Unknown,Income,Unknown,September,2020,Saturday
183,2020-09-05,Expense,Travel,Second full boy.,1155.84,Unknown,Need,Unknown,September,2020,Saturday
184,2020-09-06,Expense,Shopping,Senior difficult put.,799.34,Unknown,Want,Unknown,September,2020,Sunday
185,2020-09-07,Expense,Bills,Hand so add mr lawyer.,1188.27,Unknown,Need,Unknown,September,2020,Monday
186,2020-09-08,Expense,Entertainment,Herself police he push likely.,212.78,Unknown,Want,Unknown,September,2020,Tuesday
189,2020-09-11,Expense,Food,Bring animal also you.,700.94,Unknown,Need,Unknown,September,2020,Friday
187,2020-09-11,Expense,Health,Doctor mr.,147.22,Unknown,Need,Unknown,September,2020,Friday
188,2020-09-11,Expense,Bills,Trip determine as statement.,1594.49,Unknown,Need,Unknown,September,2020,Friday
190,2020-09-16,Expense,Food,He we recent music.,1700.66,Unknown,Need,Unknown,September,2020,Wednesday
191,2020-09-17,Expense,Bills,Those pressure street.,872.71,Unknown,Need,Unknown,September,2020,Thursday
192,2020-09-17,Expense,Others,Allow have kitchen.,1417.54,Unknown,Other,Unknown,September,2020,Thursday
193,2020-09-18,Expense,Travel,Between rate name within.,1235.67,Unknown,Need,Unknown,September,2020,Friday
194,2020-09-18,Expense,Others,Huge couple.,935.1,Unknown,Other,Unknown,September,2020,Friday
195,2020-09-22,Expense,Travel,Begin deep police wife.,651.39,Unknown,Need,Unknown,September,2020,Tuesday
196,2020-09-22,Expense,Bills,During call north attention.,565.07,Unknown,Need,Unknown,September,2020,Tuesday
197,2020-09-22,Expense,Others,Only spend do.,1144.0,Unknown,Other,Unknown,September,2020,Tuesday
199,2020-09-23,Expense,Health,Able teach certain candidate economy.,67.11,Unknown,Need,Unknown,September,2020,Wednesday
198,2020-09-23,Expense,Bills,Produce ago.,980.22,Unknown,Need,Unknown,September,2020,Wednesday
200,2020-09-25,Expense,Travel,So draw food company.,687.27,Unknown,Need,Unknown,September,2020,Friday
201,2020-09-27,Expense,Travel,Score moment second.,1116.02,Unknown,Need,Unknown,September,2020,Sunday
202,2020-09-27,Expense,Entertainment,Sing message board mean.,180.37,Unknown,Want,Unknown,September,2020,Sunday
203,2020-09-27,Expense,Others,Feeling poor all your suggest.,1114.8,Unknown,Other,Unknown,September,2020,Sunday
204,2020-09-29,Expense,Others,Make travel.,1295.35,Unknown,Other,Unknown,September,2020,Tuesday
205,2020-09-30,Expense,Food,Focus chance.,195.18,Unknown,Need,Unknown,September,2020,Wednesday
206,2020-10-01,Expense,Entertainment,Person one republican.,619.35,Unknown,Want,Unknown,October,2020,Thursday
207,2020-10-03,Expense,Others,Most law painting between reduce.,1111.41,Unknown,Other,Unknown,October,2020,Saturday
208,2020-10-04,Expense,Health,Involve thousand including.,710.1,Unknown,Need,Unknown,October,2020,Sunday
210,2020-10-07,Income,Investment,It season.,2069.0,Unknown,Income,Unknown,October,2020,Wednesday
211,2020-10-07,Expense,Travel,Indeed believe interview professor.,510.29,Unknown,Need,Unknown,October,2020,Wednesday
209,2020-10-07,Income,Investment,Rather listen before.,3084.0,Unknown,Income,Unknown,October,2020,Wednesday
212,2020-10-08,Expense,Others,News only no.,560.23,Unknown,Other,Unknown,October,2020,Thursday
213,2020-10-08,Expense,Travel,Improve them wait.,1961.22,Unknown,Need,Unknown,October,2020,Thursday
214,2020-10-10,Expense,Travel,Why outside.,462.69,Unknown,Need,Unknown,October,2020,Saturday
215,2020-10-10,Income,Investment,Official defense.,4875.0,Unknown,Income,Unknown,October,2020,Saturday
216,2020-10-10,Income,Investment,Suggest glass news.,946.0,Unknown,Income,Unknown,October,2020,Saturday
217,2020-10-12,Expense,Bills,Off southern suddenly.,1279.36,Unknown,Need,Unknown,October,2020,Monday
218,2020-10-14,Expense,Bills,Participant price.,1746.71,Unknown,Need,Unknown,October,2020,Wednesday
219,2020-10-15,Expense,Others,Congress reflect.,962.64,Unknown,Other,Unknown,October,2020,Thursday
222,2020-10-16,Expense,Food,Go consider century price.,512.43,Unknown,Need,Unknown,October,2020,Friday
221,2020-10-16,Expense,Bills,Scientist will begin.,1646.01,Unknown,Need,Unknown,October,2020,Friday
220,2020-10-16,Expense,Bills,Heavy law church.,1158.27,Unknown,Need,Unknown,October,2020,Friday
223,2020-10-18,Expense,Bills,Since nothing be apply.,306.9,Unknown,Need,Unknown,October,2020,Sunday
224,2020-10-19,Expense,Travel,Anyone bank kitchen interest parent.,179.51,Unknown,Need,Unknown,October,2020,Monday
225,2020-10-23,Expense,Shopping,Democratic mention generation.,1216.57,Unknown,Want,Unknown,October,2020,Friday
226,2020-10-24,Expense,Entertainment,Question or money.,1553.63,Unknown,Want,Unknown,October,2020,Saturday
227,2020-10-26,Expense,Others,Determine worker.,601.73,Unknown,Other,Unknown,October,2020,Monday
228,2020-10-27,Expense,Shopping,Daughter war.,617.71,Unknown,Want,Unknown,October,2020,Tuesday
229,2020-10-27,Expense,Bills,Face build market.,1895.7,Unknown,Need,Unknown,October,2020,Tuesday
230,2020-10-27,Expense,Entertainment,Can mouth discover.,536.65,Unknown,Want,Unknown,October,2020,Tuesday
231,2020-10-28,Income,Investment,Author technology amount affect.,1923.0,Unknown,Income,Unknown,October,2020,Wednesday
232,2020-10-29,Expense,Bills,Office of remember individual.,15.32,Unknown,Need,Unknown,October,2020,Thursday
233,2020-10-30,Expense,Others,Again foot soon peace.,589.61,Unknown,Other,Unknown,October,2020,Friday
234,2020-10-31,Expense,Travel,Join black.,1408.95,Unknown,Need,Unknown,October,2020,Saturday
235,2020-11-01,Expense,Entertainment,Hundred bad that second develop.,1848.58,Unknown,Want,Unknown,November,2020,Sunday
236,2020-11-01,Expense,Entertainment,Member box.,856.03,Unknown,Want,Unknown,November,2020,Sunday
237,2020-11-02,Expense,Bills,Town glass road.,1817.74,Unknown,Need,Unknown,November,2020,Monday
238,2020-11-04,Expense,Bills,Bill eight community.,128.68,Unknown,Need,Unknown,November,2020,Wednesday
239,2020-11-06,Expense,Travel,Concern significant.,883.92,Unknown,Need,Unknown,November,2020,Friday
240,2020-11-07,Expense,Travel,Senior service large under.,1402.47,Unknown,Need,Unknown,November,2020,Saturday
241,2020-11-09,Expense,Others,Follow wife firm key light.,881.14,Unknown,Other,Unknown,November,2020,Monday
242,2020-11-10,Expense,Shopping,Option goal avoid.,1471.72,Unknown,Want,Unknown,November,2020,Tuesday
243,2020-11-10,Expense,Food,Also hard expert popular.,191.74,Unknown,Need,Unknown,November,2020,Tuesday
245,2020-11-12,Expense,Food,Order his oil west school.,1999.15,Unknown,Need,Unknown,November,2020,Thursday
244,2020-11-12,Expense,Travel,Training occur could painting.,1156.73,Unknown,Need,Unknown,November,2020,Thursday
246,2020-11-14,Expense,Bills,Whatever late specific.,946.3,Unknown,Need,Unknown,November,2020,Saturday
247,2020-11-14,Expense,Travel,Mean common.,371.16,Unknown,Need,Unknown,November,2020,Saturday
248,2020-11-14,Expense,Others,Yard model particular hair.,1938.42,Unknown,Other,Unknown,November,2020,Saturday
249,2020-11-14,Expense,Shopping,Impact full our smile.,673.28,Unknown,Want,Unknown,November,2020,Saturday
250,2020-11-15,Expense,Bills,Form newspaper.,666.31,Unknown,Need,Unknown,November,2020,Sunday
251,2020-11-15,Expense,Travel,Edge surface who.,1328.54,Unknown,Need,Unknown,November,2020,Sunday
252,2020-11-16,Expense,Food,Bank professional true financial.,915.1,Unknown,Need,Unknown,November,2020,Monday
253,2020-11-16,Expense,Health,Organization visit finally.,240.68,Unknown,Need,Unknown,November,2020,Monday
254,2020-11-17,Expense,Food,Spend prove stock school.,1318.74,Unknown,Need,Unknown,November,2020,Tuesday
255,2020-11-20,Expense,Shopping,Position interest.,117.87,Unknown,Want,Unknown,November,2020,Friday
256,2020-11-22,Expense,Others,Guy congress.,1254.56,Unknown,Other,Unknown,November,2020,Sunday
257,2020-11-23,Expense,Entertainment,Way main difficult case.,541.44,Unknown,Want,Unknown,November,2020,Monday
258,2020-11-25,Income,Income,Such big side.,4089.0,Unknown,Income,Unknown,November,2020,Wednesday
259,2020-11-25,Expense,Others,Product then.,251.64,Unknown,Other,Unknown,November,2020,Wednesday
260,2020-11-26,Expense,Entertainment,Heavy class story side speak.,1422.47,Unknown,Want,Unknown,November,2020,Thursday
261,2020-11-27,Expense,Food,Analysis hair rest wide.,1108.98,Unknown,Need,Unknown,November,2020,Friday
262,2020-11-27,Income,Investment,Doctor dream whole six.,4280.0,Unknown,Income,Unknown,November,2020,Friday
